,Temperature Celsius,Temperature Fahrenheit,Wind Speed,Wind Gust Speed,Wind Degrees,Precipitation,Carbon Reading
0,36.4,97.5,7.6,0,225,0,18.31696061214227
1,36.4,97.5,7.6,0,225,0,20.439215291654946
2,36.4,97.5,7.6,0,225,0,20.877209468553694
3,36.4,97.5,7.6,0,225,0,18.505701523897983
4,36.4,97.5,7.6,0,225,0,19.590601573913624
5,36.4,97.5,7.6,0,225,0,24.68804696163653
6,36.4,97.5,7.6,0,225,0,24.84365015606108
7,36.4,97.5,7.6,0,225,0,22.80640092535442
8,36.4,97.5,7.6,0,225,0,24.130468848281875
9,36.4,97.5,7.6,0,225,0,23.23142816938445
10,36.4,97.5,7.6,0,225,0,22.682494677942273
11,36.4,97.5,7.6,0,225,0,22.208481243074882
12,36.4,97.5,7.6,0,225,0,18.207462067917586
13,36.4,97.5,7.6,0,225,0,17.45249842089475
14,36.4,97.5,7.6,0,225,0,17.20756746670795
15,36.4,97.5,7.6,0,225,0,20.372939856992634
16,36.4,97.5,7.6,0,225,0,22.20127739148115
17,36.4,97.5,7.6,0,225,0,21.240283588877652
18,36.4,97.5,7.6,0,225,0,20.90602487492861
19,36.4,97.5,7.6,0,225,0,19.61941698028854
20,36.4,97.5,7.6,0,225,0,21.790657850638574
21,36.4,97.5,7.6,0,225,0,17.949564180862076
22,36.4,97.5,7.6,0,225,0,18.574858499197784
23,36.4,97.5,7.6,0,225,0,24.58719303932432
24,36.4,97.5,7.6,0,225,0,22.96344489009772
25,36.4,97.5,7.6,0,225,0,21.692685468963855
26,36.4,97.5,7.6,0,225,0,21.671073914182667
27,36.4,97.5,7.6,0,225,0,20.48676071217356
28,36.4,97.5,7.6,0,225,0,20.61498927054194
29,36.4,97.5,7.6,0,225,0,20.682705475522997
30,36.4,97.5,7.6,0,225,0,18.83707869720953
31,36.4,97.5,7.6,0,225,0,15.874854921868017
32,36.4,97.5,7.6,0,225,0,13.507669288168547
33,36.5,97.7,3.5,0,157,0,15.439742285606764
34,36.5,97.7,5.1,0,157,0,13.929814991561088
35,36.5,97.7,5.1,0,157,0,16.608207014109666
36,36.5,97.7,5.1,0,157,0,15.97859038481772
37,36.5,97.7,5.1,0,157,0,13.0350966236199
38,36.5,97.7,5.1,0,157,0,15.553563140787688
39,36.5,97.7,2.7,0,270,0,13.07399742222604
40,36.5,97.7,2.7,0,270,0,11.57559629073033
41,36.5,97.7,5.1,0,157,0,15.596786250350062
42,36.5,97.7,2.7,0,270,0,16.606766243790922
43,36.5,97.7,2.7,0,270,0,17.296895226470195
44,36.5,97.7,2.7,0,270,0,22.035588804825373
45,36.5,97.7,2.7,0,270,0,26.588423012062332
46,36.5,97.7,2.7,0,270,0,23.59162074907092
47,36.5,97.7,2.7,0,270,0,25.821933202489532
48,36.5,97.7,2.7,0,270,0,30.651395310925704
49,36.5,97.7,2.7,0,270,0,27.929780178814745
50,36.5,97.7,0,0,247,0,21.089002705409335
51,36.5,97.7,0,0,247,0,28.851873182812106
52,36.5,97.7,0,0,247,0,26.075508778588805
53,36.5,97.7,0,0,247,0,25.62022535786511
54,36.5,97.7,0,0,247,0,22.649356960611115
55,36.5,97.7,0,0,225,0,19.728915524513226
56,36.5,97.7,0,0,225,0,24.012325682144713
57,36.5,97.7,0,0,225,0,25.594291492127685
58,36.5,97.7,0,0,225,0,28.434049790375795
59,36.5,97.7,0,0,225,0,29.916602448365307
60,36.5,97.7,0,0,225,0,25.795999336752104
61,36.5,97.7,0,0,225,0,23.278973589903067
62,36.5,97.7,0,0,225,0,28.23954579734511
63,36.5,97.7,0,0,225,0,24.777374721398775
64,36.5,97.7,0,0,225,0,22.464938359811644
65,36.5,97.7,0,0,225,0,27.209395019441807
66,36.5,97.7,0,0,225,0,29.55929140931633
67,36.5,97.7,0,0,225,0,25.059765703872966
68,36.5,97.7,0,0,225,0,5.970999750808882
69,36.5,97.7,0,0,225,0,5.970999750808882
70,36.5,97.7,0,0,225,0,2.282627734819444
71,36.5,97.7,0,0,247,0,0.9210997836045937
72,36.5,97.7,0,0,247,0,0.23673388220030378
73,36.5,97.7,0,0,247,0,83.42248977563082
74,36.5,97.7,0,0,247,0,33.00561401175646
75,36.5,97.7,0,0,247,0,38.515119710640676
76,36.5,97.7,0,0,247,0,37.9344892721861
77,36.5,97.7,0,0,247,0,36.59313210543369
78,36.5,97.7,0,0,247,0,28.89221475173699
79,36.5,97.7,0,0,247,0,28.504647535994348
80,36.5,97.7,0,0,247,0,36.500922805033944
81,36.5,97.7,0,0,247,0,33.47098282471138
82,36.5,97.7,0,0,247,0,34.420450464764905
83,36.5,97.7,0,0,247,0,32.481173615732956
84,36.5,97.7,0,0,247,0,35.32669499525606
85,36.5,97.7,0,0,247,0,32.20022340357752
86,36.5,97.7,0,0,247,0,28.776953126237323
87,36.5,97.7,0,0,247,0,22.538417646067685
88,36.5,97.7,0,0,247,0,25.467503704078048
89,36.5,97.7,0,0,247,0,27.124389570635802
90,36.5,97.7,0,0,247,0,27.72375002323409
91,36.5,97.7,0,0,247,0,33.7951561464292
92,36.5,97.7,0,0,247,0,33.737525333679365
93,36.5,97.7,0,0,247,0,27.101337245535866
94,36.5,97.7,0,0,247,0,26.00347026265151
95,36.5,97.7,0,0,247,0,28.429727479419558
96,36.5,97.7,0,0,247,0,30.899207805749988
97,36.5,97.7,0,0,247,0,32.22327572867745
98,36.5,97.7,0,0,247,0,33.67557220997329
99,36.5,97.7,0,0,247,0,29.795577741590648
100,36.5,97.7,0,0,247,0,32.396168166926955
101,36.5,97.7,0,0,247,0,34.52274515739586
102,36.5,97.7,0,0,247,0,34.126533319740744
103,36.5,97.7,0,0,247,0,30.887681643200025
104,36.5,97.7,0,0,247,0,33.34707657729923
105,36.5,97.7,0,0,247,0,39.39110806443817
106,36.5,97.7,0,0,247,0,36.145052536303716
107,36.5,97.7,0,0,247,0,30.01601560035877
108,36.5,97.7,0,0,247,0,24.44311600744973
109,36.5,97.7,0,0,247,0,26.12737651006365
110,36.5,97.7,0,0,247,0,31.63111912767289
111,36.5,97.7,0,0,247,0,28.7668677340061
112,36.5,97.7,0,0,247,0,30.709026123675535
113,36.5,97.7,0,0,247,0,31.427970512729722
114,36.5,97.7,0,0,247,0,28.346162800932298
115,36.5,97.7,0,0,247,0,23.209816614603263
116,36.5,97.7,0,0,247,0,23.568568423970987
117,36.5,97.7,0,0,247,0,20.267763623724186
118,36.5,97.7,0,0,247,0,26.039489520620158
119,36.5,97.7,0,0,247,0,32.584909078682664
120,36.5,97.7,0,0,247,0,33.44504895897395
121,36.5,97.7,0,0,247,0,26.95437867302379
122,36.5,97.7,0,0,247,0,24.811953209048674
123,36.5,97.7,0,0,247,0,25.99914795169527
124,36.5,97.7,0,0,247,0,28.216493472245173
125,36.5,97.7,0,0,247,0,26.767078531586826
126,36.5,97.7,0,0,247,0,26.2008557963197
127,36.5,97.7,0,0,247,0,27.447122122034877
128,36.5,97.7,0,0,247,0,27.197868856891837
129,36.5,97.7,0,0,247,0,25.09290342120412
130,36.5,97.7,0,0,247,0,26.78580854573052
131,36.5,97.7,0,0,247,0,26.344932828194285
132,36.5,97.7,0,0,247,0,18.237718244611248
133,36.5,97.7,0,0,247,0,12.967380418638843
134,36.5,97.7,0,0,247,0,13.552333168049671
135,36.5,97.7,0,0,247,0,12.676344814252177
136,36.5,97.7,0,0,247,0,12.357934573809338
137,36.5,97.7,0,0,247,0,13.444275394143727
138,36.5,97.7,0,0,247,0,16.41226225076023
139,36.5,97.7,0,0,247,0,17.65564703583792
140,36.5,97.7,0,0,247,0,17.14273280236439
141,36.5,97.7,0,0,247,0,19.182863573708545
142,36.5,97.7,0,0,247,0,16.794066385227882
143,36.5,97.7,0,0,247,0,20.030036521131116
144,36.5,97.7,0,0,247,0,18.933610308565505
145,36.5,97.7,0,0,247,0,15.55500391110643
146,36.5,97.7,0,0,247,0,15.739422511905904
147,36.5,97.7,0,0,247,0,16.78109945235917
148,36.5,97.7,0,0,247,0,18.167120498992702
149,36.5,97.7,0,0,247,0,13.703614051517988
150,36.5,97.7,0,0,247,0,11.680772523998776
151,36.5,97.7,0,0,247,0,12.324796856478184
152,36.5,97.7,0,0,247,0,16.0376619678863
153,36.5,97.7,0,0,247,0,17.70607399699402
154,36.5,97.7,0,0,247,0,16.84737488702148
155,36.5,97.7,0,0,247,0,23.519582233133626
156,36.5,97.7,0,0,247,0,27.579672991359494
157,36.5,97.7,0,0,247,0,28.372096666669727
158,36.5,97.7,0,0,247,0,21.227316656008938
159,36.5,97.7,0,0,247,0,18.623844690035146
160,36.5,97.7,0,0,247,0,20.682705475523
161,36.5,97.7,0,0,247,0,22.840979413004316
162,36.5,97.7,0,0,247,0,22.457734508217914
163,36.5,97.7,0,0,247,0,13.48893927402485
164,36.5,97.7,0,0,247,0,10.454676982746038
165,36.5,97.7,0,0,247,0,15.749507904137127
166,36.5,97.7,0,0,247,0,15.50025463899409
167,36.5,97.7,0,0,247,0,23.371182890302798
168,36.5,97.7,0,0,247,0,23.371182890302798
169,36.5,97.7,0,0,247,0,24.539647618805706
170,36.5,97.7,0,0,247,0,25.373853633359563
171,36.5,97.7,0,0,247,0,18.499938442622998
172,36.5,97.7,0,0,247,0,19.89604488148775
173,36.5,97.7,0,0,247,0,21.70421163151382
174,36.5,97.7,0,0,247,0,22.879880211610452
175,36.5,97.7,0,0,247,0,19.573312330088676
176,36.5,97.7,0,0,247,0,19.410505284070393
177,36.5,97.7,0,0,247,0,18.030247318711844
178,36.5,97.7,0,0,247,0,17.32571063284511
179,36.5,97.7,0,0,247,0,20.264882083086693
180,36.5,97.7,0,0,247,0,18.158475877080225
181,36.5,97.7,0,0,247,0,20.09631195579343
182,36.5,97.7,0,0,247,0,19.092095043627552
183,36.5,97.7,0,0,247,0,18.250685177479966
184,36.5,97.7,0,0,247,0,18.684357043422473
185,36.5,97.7,0,0,247,0,20.52133919982346
186,36.5,97.7,0,0,247,0,16.37336145215409
187,36.5,97.7,0,0,247,0,19.701540888457053
188,36.5,97.7,0,0,247,0,22.062963440881546
189,36.5,97.7,0,0,247,0,18.432222237641945
190,36.5,97.7,0,0,247,0,20.593377715760752
191,36.5,97.7,0,0,247,0,21.757520133307423
192,36.5,97.7,0,0,247,0,19.293802888251975
193,36.5,97.7,0,0,247,0,14.906657267670791
194,36.5,97.7,0,0,247,0,16.569306215503527
195,36.5,97.7,0,0,247,0,19.605009277101082
196,36.5,97.7,0,0,247,0,15.484406165487885
197,36.5,97.7,0,0,247,0,15.733659430630922
198,36.5,97.7,0,0,247,0,19.273632103789534
199,36.5,97.7,0,0,247,0,18.920643375696795
200,36.5,97.7,0,0,247,0,22.198395850843657
201,36.5,97.7,0,0,247,0,20.365736005398904
202,36.5,97.7,0,0,247,0,16.916531862321282
203,36.5,97.7,0,0,247,0,18.520109227085438
204,36.5,97.7,0,0,247,0,22.94471487595402
205,36.5,97.7,0,0,247,0,24.914247901679634
206,36.5,97.7,0,0,247,0,26.416971344131575
207,36.5,97.7,0,0,247,0,19.541615383076262
208,36.5,97.7,0,0,247,0,19.839854839056663
209,36.5,97.7,0,0,247,0,22.209922013393623
210,36.5,97.7,0,0,247,0,21.92176794964445
211,36.5,97.7,0,0,247,0,22.950477957229005
212,36.5,97.7,0,0,247,0,18.933610308565505
213,36.5,97.7,0,0,247,0,15.186166709507491
214,36.5,97.7,0,0,247,0,14.171864405110394
215,36.5,97.7,0,0,247,0,12.928479620032705
216,36.5,97.7,0,0,247,0,15.330243741382077
217,36.5,97.7,0,0,247,0,17.05052350196465
218,36.5,97.7,0,0,247,0,15.020478122851712
219,36.5,97.7,0,0,247,0,17.472669205357192
220,36.5,97.7,0,0,247,0,12.262843732772112
221,36.5,97.7,0,0,247,0,8.290639963989738
222,36.5,97.7,0,0,247,0,11.921381167229338
223,36.5,97.7,0,0,247,0,19.115147368727484
224,36.5,97.7,0,0,247,0,16.68024553004696
225,36.5,97.7,0,0,247,0,14.553668539578052
226,36.5,97.7,0,0,247,0,17.020267325270986
227,36.5,97.7,0,0,247,0,22.69258007017349
228,36.5,97.7,0,0,247,0,17.544707721294483
229,36.5,97.7,0,0,247,0,10.973354297494556
230,36.5,97.7,0,0,247,0,13.386644581393892
231,36.5,97.7,0,0,247,0,15.308632186600889
232,36.5,97.7,0,0,247,0,20.385906789861348
233,36.5,97.7,0,0,247,0,23.34668979488412
234,36.5,97.7,0,0,247,0,25.74989468655224
235,36.5,97.7,0,0,247,0,24.323532070993824
236,36.5,97.7,0,0,247,0,22.741566261010853
237,36.5,97.7,0,0,247,0,19.80815789204425
238,36.5,97.7,0,0,247,0,20.602022337673226
239,36.5,97.7,0,0,247,0,20.502609185679763
240,36.5,97.7,0,0,247,0,18.442307629873163
241,36.5,97.7,0,0,247,0,13.893795733592441
242,36.5,97.7,0,0,247,0,13.416900758087557
243,36.5,97.7,0,0,247,0,13.068234340951053
244,36.5,97.7,0,0,247,0,16.537609268491117
245,36.5,97.7,0,0,247,0,16.824322561921548
246,36.5,97.7,0,0,247,0,22.015418020362933
247,36.5,97.7,0,0,247,0,17.383341445594947
248,36.5,97.7,0,0,247,0,13.088405125413496
249,36.5,97.7,0,0,247,0,16.2825929220731
250,36.5,97.7,0,0,247,0,18.665627029278774
251,36.5,97.7,0,0,247,0,15.69187709138729
252,36.5,97.7,0,0,247,0,15.612634723856267
253,36.5,97.7,0,0,247,0,15.114128193570194
254,36.5,97.7,0,0,247,0,18.158475877080228
255,36.5,97.7,0,0,247,0,14.524853133203132
256,36.5,97.7,0,0,247,0,14.958524999145641
257,36.5,97.7,0,0,247,0,15.802816405930722
258,36.5,97.7,0,0,247,0,13.287231429400428
259,36.5,97.7,0,0,247,0,16.60388470315343
260,36.5,97.7,0,0,247,0,16.618292406340885
261,36.5,97.7,0,0,247,0,17.096628152164516
262,36.5,97.7,0,0,247,0,15.518984653137784
263,36.5,97.7,0,0,247,0,19.968083397425044
264,36.5,97.7,0,0,247,0,19.17277818147732
265,36.5,97.7,0,0,247,0,16.945347268696203
266,36.5,97.7,0,0,247,0,9.401473879742806
267,36.5,97.7,0,0,247,0,10.129062890709472
268,36.5,97.7,0,0,247,0,17.073575827064584
269,36.5,97.7,0,0,247,0,17.596575452769336
270,36.5,97.7,0,0,247,0,17.409275311332372
271,36.5,97.7,0,0,247,0,11.647634806667623
272,36.5,97.7,0,0,247,0,11.346513810049736
273,36.5,97.7,0,0,247,0,13.001958906288744
274,36.5,97.7,0,0,247,0,16.2134359467733
275,36.5,97.7,0,0,247,0,26.24551967620082
276,36.5,97.7,0,0,247,0,29.428181310310457
277,36.5,97.7,0,0,247,0,22.982174904241415
278,36.5,97.7,0,0,247,0,20.946366443853492
279,36.5,97.7,0,0,247,0,16.26098136729191
280,36.5,97.7,0,0,247,0,15.99587962864267
281,36.5,97.7,0,0,247,0,15.374907621263198
282,36.5,97.7,0,0,247,0,16.972721904752373
283,36.5,97.7,0,0,247,0,17.216212088620427
284,36.5,97.7,0,0,247,0,13.504787747531054
285,36.5,97.7,0,0,247,0,14.305856044753758
286,36.5,97.7,0,0,247,0,11.863750354479503
287,36.5,97.7,0,0,247,0,13.41978229872505
288,36.5,97.7,0,0,247,0,14.583924716271714
289,36.5,97.7,0,0,247,0,12.271488354684587
290,36.5,97.7,0,0,247,0,11.061241286938053
291,36.5,97.7,0,0,247,0,14.75969869515871
292,36.5,97.7,0,0,247,0,13.814553366061418
293,36.5,97.7,0,0,247,0,13.30740221386287
294,36.5,97.7,0,0,247,0,13.006281217244982
295,36.5,97.7,0,0,247,0,11.703824849098712
296,36.5,97.7,0,0,247,0,14.797158723446103
297,36.5,97.7,0,0,247,0,15.334566052338314
298,36.5,97.7,0,0,247,0,9.992189710428613
299,36.5,97.7,0,0,247,0,8.293521504627229
300,36.5,97.7,0,0,247,0,10.6261286506768
301,36.5,97.7,0,0,247,0,15.700521713299766
302,36.5,97.7,0,0,247,0,15.700521713299766
303,36.5,97.7,0,0,247,0,19.65111392730095
304,36.5,97.7,0,0,247,0,20.665416231698046
305,36.5,97.7,0,0,247,0,18.681475502784977
306,36.5,97.7,0,0,247,0,21.992365695263
307,36.5,97.7,0,0,247,0,20.501168415361015
308,36.5,97.7,0,0,247,0,23.26600665703435
309,36.5,97.7,0,0,247,0,16.93238033582749
310,36.5,97.7,0,0,247,0,16.51311617307244
311,36.5,97.7,0,0,247,0,13.765567175224058
312,36.5,97.7,0,0,247,0,11.592885534555279
313,36.5,97.7,0,0,247,0,15.98579423641145
314,36.5,97.7,0,0,247,0,16.420906872672703
315,36.5,97.7,0,0,247,0,14.755376384202474
316,36.5,97.7,0,0,247,0,14.885045712889603
317,36.5,97.7,0,0,247,0,16.052069671073763
318,36.5,97.7,0,0,247,0,17.5043661523696
319,36.5,97.7,0,0,247,0,14.854789536195936
320,36.5,97.7,0,0,247,0,16.46412998223508
321,36.5,97.7,0,0,247,0,18.301112138636068
322,36.5,97.7,0,0,247,0,19.217442061358447
323,36.5,97.7,0,0,247,0,13.86930263817376
324,36.5,97.7,0,0,247,0,15.405163797956863
325,36.5,97.7,0,0,247,0,18.106608145605374
326,36.5,97.7,0,0,247,0,15.30430987564465
327,36.5,97.7,0,0,247,0,12.821862616445511
328,36.5,97.7,0,0,247,0,8.336744614189605
329,36.5,97.7,0,0,247,0,11.015136636738184
330,36.5,97.7,0,0,247,0,12.149022877591188
331,36.5,97.7,0,0,247,0,13.99897196686089
332,36.5,97.7,0,0,247,0,12.062576658466435
333,36.5,97.7,0,0,247,0,11.41855232598703
334,36.5,97.7,0,0,247,0,11.981893520616666
335,36.5,97.7,0,0,247,0,12.588457824808678
336,36,96.8,5.5,7.9,222,0,12.20377214970353
337,36,96.8,5.5,7.9,222,0,12.918394227801485
338,36,96.8,5.5,7.9,222,0,9.510972423967493
339,36,96.8,5.5,7.9,222,0,11.262949131562475
340,36,96.8,5.5,7.9,222,0,10.784613385738846
341,36,96.8,5.5,7.9,222,0,14.677574786990196
342,36,96.8,5.5,7.9,222,0,17.355966809538774
343,36,96.8,5.5,7.9,222,0,14.739527910696268
344,36,96.8,5.5,7.9,222,0,12.571168580983727
345,36,96.8,5.5,7.9,222,0,10.849448050082408
346,36,96.8,5.5,7.9,222,0,10.669351760239175
347,36,96.8,5.5,7.9,222,0,12.994755054695014
348,36,96.8,5.5,7.9,222,0,12.859322644732902
349,36.1,97,15.4,24.1,177,0,10.856651901676138
350,36.1,97,15.4,24.1,177,0,14.268396016466369
351,36.1,97,15.4,24.1,177,0,11.909855004679372
352,36.1,97,15.4,24.1,177,0,8.852540388300628
353,36.1,97,15.4,24.1,177,0,8.695496423557328
354,36.1,97,15.4,24.1,177,0,14.579602405315473
355,36.1,97,15.4,24.1,177,0,12.852118793139173
356,36.1,97,15.4,24.1,177,0,10.178049081546831
357,36.1,97,15.4,24.1,177,0,7.215825306205316
358,36.1,97,5.8,7.9,110,0,6.214489934676934
359,36.1,97,5.8,7.9,110,0,4.946612054180565
360,36.1,97,5.8,7.9,110,0,5.893198153596604
361,36.1,97,5.8,7.9,110,0,11.687976375592509
362,36.1,97,5.8,7.9,110,0,17.188837452564254
363,36.1,97,5.8,7.9,110,0,16.343105275460427
364,36.1,97,5.8,7.9,110,0,14.096944348535608
365,36.1,97,5.8,7.9,110,0,14.181949797341614
366,36.1,97,5.5,7.9,179,0,15.531951586006496
367,36.1,97,5.5,7.9,179,0,15.916637261111648
368,36.1,97,5.5,7.9,179,0,14.26119216487264
369,36.1,97,5.5,7.9,179,0,16.15292359338597
370,36.1,97,6.4,7.9,124,0,17.1369697210894
371,36.1,97,6.4,7.9,124,0,17.939478788630854
372,36.1,97,6.4,7.9,124,0,16.442518427453894
373,36.1,97,6.4,7.9,124,0,14.118555903316796
374,36.1,97,6.4,7.9,124,0,16.637022420484584
375,36.1,97,6.4,7.9,124,0,18.311197530867286
376,36.1,97,6.4,7.9,124,0,15.464235381025444
377,36.1,97,6.4,7.9,124,0,15.57661546588762
378,36.1,97,6.4,7.9,124,0,15.295665253732176
379,36.1,97,6.4,7.9,124,0,11.651957117623859
380,36.1,97,6.4,7.9,124,0,10.617484028764324
381,36.1,97,6.4,7.9,124,0,15.670265536606102
382,36.1,97,6.4,7.9,124,0,21.032812662978245
383,36.1,97,6.4,7.9,124,0,19.816802513956727
384,36.1,97,6.4,7.9,124,0,13.941341154111054
385,36.1,97,6.4,7.9,124,0,12.829066468039237
386,36.1,97,6.4,7.9,124,0,15.89070339537422
387,36.1,97,6.4,7.9,124,0,15.472880002937918
388,36.1,97,6.4,7.9,124,0,12.921275768438974
389,36.1,97,6.4,7.9,124,0,14.591128567865443
390,36.1,97,6.4,7.9,124,0,12.16487135109739
391,36.1,97,6.4,7.9,124,0,16.145719741792238
392,36.1,97,6.4,7.9,124,0,19.6871331852696
393,36.1,97,6.4,7.9,124,0,11.071326679169275
394,36.1,97,6.4,7.9,124,0,12.429973089746635
395,36.1,97,6.4,7.9,124,0,16.21199517645455
396,36.1,97,6.4,7.9,124,0,13.951426546342276
397,36.1,97,6.4,7.9,124,0,18.881742577090655
398,36.1,97,6.4,7.9,124,0,19.090654273308807
399,36.4,97.5,11.9,15.8,158,0,19.994017263162473
400,36.4,97.5,11.9,15.8,158,0,18.57918081015402
401,36.4,97.5,11.9,15.8,158,0,18.916321064740558
402,36.4,97.5,11.9,15.8,158,0,21.596153857607884
403,36.4,97.5,11.9,15.8,158,0,18.486971509754287
